Source,Target,Source Name,Target Name,Common Users,Source Population,Target Population,Total Population,Exposure,Phi-Correlation,T-Test,P-values,Over-expression
eus,glg,Basque,Galician,9,1950,9302,17694811,0.000967534,0.001873087,0.180634324,0.428329274,8.779655823
glg,eus,Galician,Basque,9,9302,1950,17694811,0.004615385,0.001873087,0.180634324,0.428329274,8.779655823
sqi,swa,Albanian,Swahili (macrolanguage),9,5155,5636,17694811,0.001596877,0.001365516,0.102495681,0.459183444,5.481365773
swa,sqi,Swahili (macrolanguage),Albanian,9,5636,5155,17694811,0.001745878,0.001365516,0.102495681,0.459183444,5.481365773
hbs,ron,Serbo-Croatian,Romanian,9,8152,5040,17694811,0.001785714,0.001042235,0.094090266,0.462519883,3.876088909
ron,hbs,Romanian,Serbo-Croatian,9,5040,8152,17694811,0.001104024,0.001042235,0.094090266,0.462519883,3.876088909
pan,rus,Panjabi,Russian,9,218,243159,17694811,3.70E-05,0.000830415,0.409485543,0.341091868,3.004288224
rus,pan,Russian,Panjabi,9,243159,218,17694811,0.041284404,0.000830415,0.409485543,0.341091868,3.004288224
aze,deu,Azerbaijani,German,9,1261,73897,17694811,0.000121791,0.00038762,0.105369238,0.458041556,1.709017632
deu,aze,German,Azerbaijani,9,73897,1261,17694811,0.007137193,0.00038762,0.105369238,0.458041556,1.709017632
ces,fin,Czech,Finnish,9,24573,3856,17694811,0.002334025,0.000374769,0.058745614,0.476577603,1.680711733
fin,ces,Finnish,Czech,9,3856,24573,17694811,0.000366256,0.000374769,0.058745614,0.476577603,1.680711733
dan,hbs,Danish,Serbo-Croatian,9,12029,8152,17694811,0.001104024,0.000349427,0.038320804,0.48471627,1.624032596
hbs,dan,Serbo-Croatian,Danish,9,8152,12029,17694811,0.000748192,0.000349427,0.038320804,0.48471627,1.624032596
cat,slk,Catalan,Slovak,9,32376,3657,17694811,0.002461034,0.000212403,0.038217139,0.484757396,1.345055752
slk,cat,Slovak,Catalan,9,3657,32376,17694811,0.000277984,0.000212403,0.038217139,0.484757396,1.345055752
kan,msa,Kannada,Malay (macrolanguage),9,101,1651705,17694811,5.45E-06,-3.48E-05,-0.044699865,0.482173273,0.954628906
msa,kan,Malay (macrolanguage),Kannada,9,1651705,101,17694811,0.089108911,-3.48E-05,-0.044699865,0.482173273,0.954628906
cat,pol,Catalan,Polish,9,32376,8207,17694811,0.001096625,-0.000369506,-0.066484316,0.473496327,0.599350418
pol,cat,Polish,Catalan,9,8207,32376,17694811,0.000277984,-0.000369506,-0.066484316,0.473496327,0.599350418
fil,hin,Filipino (macrolanguage),Hindi,9,257611,1171,17694811,0.007685739,-0.000466799,-0.236925027,0.406357571,0.527918813
hin,fil,Hindi,Filipino (macrolanguage),9,1171,257611,17694811,3.49E-05,-0.000466799,-0.236925027,0.406357571,0.527918813
est,fra,Estonian,French,9,2078,147843,17694811,6.09E-05,-0.000479111,-0.184218497,0.426921151,0.518372708
fra,est,French,Estonian,9,147843,2078,17694811,0.004331088,-0.000479111,-0.184218497,0.426921151,0.518372708
aze,fil,Azerbaijani,Filipino (macrolanguage),9,1261,257611,17694811,3.49E-05,-0.00052307,-0.265485016,0.395318032,0.49024023
fil,aze,Filipino (macrolanguage),Azerbaijani,9,257611,1261,17694811,0.007137193,-0.00052307,-0.265485016,0.395318032,0.49024023
rus,slv,Russian,Slovenian,9,243159,2230,17694811,0.004035874,-0.000936003,-0.461552364,0.322201387,0.29369275
slv,rus,Slovenian,Russian,9,2230,243159,17694811,3.70E-05,-0.000936003,-0.461552364,0.322201387,0.29369275
deu,glg,German,Galician,9,73897,9302,17694811,0.000967534,-0.001141095,-0.31019122,0.378208211,0.231678266
glg,deu,Galician,German,9,9302,73897,17694811,0.000121791,-0.001141095,-0.31019122,0.378208211,0.231678266
fra,hun,French,Hungarian,9,147843,4804,17694811,0.001873439,-0.001173471,-0.451201129,0.325922629,0.22422533
hun,fra,Hungarian,French,9,4804,147843,17694811,6.09E-05,-0.001173471,-0.451201129,0.325922629,0.22422533
afr,cat,Afrikaans,Catalan,9,24782,32376,17694811,0.000277984,-0.00128513,-0.231230836,0.408568468,0.198485549
cat,afr,Catalan,Afrikaans,9,32376,24782,17694811,0.000363167,-0.00128513,-0.231230836,0.408568468,0.198485549
deu,lav,German,Latvian,9,73897,13573,17694811,0.000663081,-0.001509358,-0.410298831,0.34079397,0.158776338
lav,deu,Latvian,German,9,13573,73897,17694811,0.000121791,-0.001509358,-0.410298831,0.34079397,0.158776338
cym,por,Welsh,Portuguese,9,910,1617409,17694811,5.56E-06,-0.002028516,-2.579817124,0.004942676,0.108199982
por,cym,Portuguese,Welsh,9,1617409,910,17694811,0.00989011,-0.002028516,-2.579817124,0.004942676,0.108199982
hbs,kor,Serbo-Croatian,Korean,9,8152,289982,17694811,3.10E-05,-0.002584462,-1.39173209,0.082002304,0.067367934
kor,hbs,Korean,Serbo-Croatian,9,289982,8152,17694811,0.001104024,-0.002584462,-1.39173209,0.082002304,0.067367934
jpn,ron,Japanese,Romanian,9,2602426,5040,17694811,0.001785714,-0.006924032,-11.1701373,2.86E-29,0.0121417
ron,jpn,Romanian,Japanese,9,5040,2602426,17694811,3.46E-06,-0.006924032,-11.1701373,2.86E-29,0.0121417
hbs,jpn,Serbo-Croatian,Japanese,9,8152,2602426,17694811,3.46E-06,-0.008848039,-14.27424272,1.59E-46,0.007506645
jpn,hbs,Japanese,Serbo-Croatian,9,2602426,8152,17694811,0.001104024,-0.008848039,-14.27424272,1.59E-46,0.007506645
bel,ukr,Belarusian,Ukrainian,8,256,2842,17694811,0.002814919,0.009331643,0.497320336,0.309500822,8
ell,tel,Modern Greek (1453-),Telugu,8,30609,102,17694811,0.078431373,0.004431562,0.775303008,0.219083311,8
ukr,bel,Ukrainian,Belarusian,8,2842,256,17694811,0.03125,0.009331643,0.497320336,0.309500822,8
tel,ell,Telugu,Modern Greek (1453-),8,102,30609,17694811,0.000261361,0.004431562,0.775303008,0.219083311,8
ell,lit,Modern Greek (1453-),Lithuanian,8,30609,696,17694811,0.011494253,0.001473707,0.257823211,0.398272542,6.644732993
lit,ell,Lithuanian,Modern Greek (1453-),8,696,30609,17694811,0.000261361,0.001473707,0.257823211,0.398272542,6.644732993
lav,slk,Latvian,Slovak,8,13573,3657,17694811,0.002187585,0.000737708,0.085939103,0.465758047,2.851905336
slk,lav,Slovak,Latvian,8,3657,13573,17694811,0.000589405,0.000737708,0.085939103,0.465758047,2.851905336
deu,lit,German,Lithuanian,8,73897,696,17694811,0.011494253,0.000711712,0.193469237,0.423296014,2.75232597
lit,deu,Lithuanian,German,8,696,73897,17694811,0.000108259,0.000711712,0.193469237,0.423296014,2.75232597
glg,hbs,Galician,Serbo-Croatian,8,9302,8152,17694811,0.000981354,0.000426778,0.041157014,0.483585803,1.866789756
hbs,glg,Serbo-Croatian,Galician,8,8152,9302,17694811,0.00086003,0.000426778,0.041157014,0.483585803,1.866789756
fil,gle,Filipino (macrolanguage),Irish,8,257611,359,17694811,0.022284123,0.000290525,0.147456718,0.441385828,1.530654114
gle,fil,Irish,Filipino (macrolanguage),8,359,257611,17694811,3.11E-05,0.000290525,0.147456718,0.441385828,1.530654114
bul,deu,Bulgarian,German,8,1633,73897,17694811,0.000108259,0.000107672,0.029269268,0.488324958,1.173067284
deu,bul,German,Bulgarian,8,73897,1633,17694811,0.004898959,0.000107672,0.029269268,0.488324958,1.173067284
ara,kat,Arabic,Georgian,8,366643,416,17694811,0.019230769,-5.07E-05,-0.030701995,0.487753608,0.928109433
kat,ara,Georgian,Arabic,8,416,366643,17694811,2.18E-05,-5.07E-05,-0.030701995,0.487753608,0.928109433
afr,pol,Afrikaans,Polish,8,24782,8207,17694811,0.000974778,-0.000245233,-0.038603822,0.484603283,0.696009439
pol,afr,Polish,Afrikaans,8,8207,24782,17694811,0.000322815,-0.000245233,-0.038603822,0.484603283,0.696009439
kan,spa,Kannada,Spanish,8,101,2043468,17694811,3.91E-06,-0.000271173,-0.387640846,0.349140939,0.685877728
spa,kan,Spanish,Kannada,8,2043468,101,17694811,0.079207921,-0.000271173,-0.387640846,0.349140939,0.685877728
hun,ita,Hungarian,Italian,8,4804,89242,17694811,8.96E-05,-0.000785867,-0.234762539,0.407196792,0.330189776
ita,hun,Italian,Hungarian,8,89242,4804,17694811,0.001665279,-0.000785867,-0.234762539,0.407196792,0.330189776
ron,tur,Romanian,Turkish,8,5040,233158,17694811,3.43E-05,-0.001715499,-0.828351205,0.20373624,0.120463384
tur,ron,Turkish,Romanian,8,233158,5040,17694811,0.001587302,-0.001715499,-0.828351205,0.20373624,0.120463384
kor,sqi,Korean,Albanian,8,289982,5155,17694811,0.001551891,-0.001994799,-1.07419748,0.141367538,0.094696997
sqi,kor,Albanian,Korean,8,5155,289982,17694811,2.76E-05,-0.001994799,-1.07419748,0.141367538,0.094696997
afr,ara,Afrikaans,Arabic,8,24782,366643,17694811,2.18E-05,-0.005362602,-3.247149509,0.000582888,0.015579595
ara,afr,Arabic,Afrikaans,8,366643,24782,17694811,0.000322815,-0.005362602,-3.247149509,0.000582888,0.015579595
nld,zho,Dutch,Chinese,8,435128,24113,17694811,0.000331771,-0.005786176,-3.816861456,6.76E-05,0.01349173
zho,nld,Chinese,Dutch,8,24113,435128,17694811,1.84E-05,-0.005786176,-3.816861456,6.76E-05,0.01349173
ara,tha,Arabic,Thai,8,366643,154171,17694811,5.19E-05,-0.01360301,-8.237505621,8.82E-17,0.00250432
tha,ara,Thai,Arabic,8,154171,366643,17694811,2.18E-05,-0.01360301,-8.237505621,8.82E-17,0.00250432
hin,mlt,Hindi,Maltese,7,1171,1156,17694811,0.006055363,0.005951094,0.203475327,0.41939944,7
mlt,hin,Maltese,Hindi,7,1156,1171,17694811,0.005977797,0.005951094,0.203475327,0.41939944,7
dan,fin,Danish,Finnish,7,12029,3856,17694811,0.001815353,0.000643213,0.070539654,0.471882656,2.670406756
fin,dan,Finnish,Danish,7,3856,12029,17694811,0.000581927,0.000643213,0.070539654,0.471882656,2.670406756
dan,ron,Danish,Romanian,7,12029,5040,17694811,0.001388889,0.000459207,0.050360157,0.479918111,2.043073106
ron,dan,Romanian,Danish,7,5040,12029,17694811,0.000581927,0.000459207,0.050360157,0.479918111,2.043073106
ces,hun,Czech,Hungarian,7,24573,4804,17694811,0.001457119,3.03E-05,0.004745087,0.49810701,1.049259207
hun,ces,Hungarian,Czech,7,4804,24573,17694811,0.000284866,3.03E-05,0.004745087,0.49810701,1.049259207
fra,hin,French,Hindi,7,147843,1171,17694811,0.005977797,-0.000212476,-0.081697279,0.467443776,0.715461562
hin,fra,Hindi,French,7,1171,147843,17694811,4.73E-05,-0.000212476,-0.081697279,0.467443776,0.715461562
est,ita,Estonian,Italian,7,2078,89242,17694811,7.84E-05,-0.000256223,-0.076541686,0.469494161,0.667927201
ita,est,Italian,Estonian,7,89242,2078,17694811,0.003368624,-0.000256223,-0.076541686,0.469494161,0.667927201
hbs,swe,Serbo-Croatian,Swedish,7,8152,36604,17694811,0.000191236,-0.000571719,-0.109379343,0.456451109,0.415098583
swe,hbs,Swedish,Serbo-Croatian,7,36604,8152,17694811,0.000858685,-0.000571719,-0.109379343,0.456451109,0.415098583
msa,pan,Malay (macrolanguage),Panjabi,7,1651705,218,17694811,0.032110092,-0.000738815,-0.949514759,0.171179504,0.343997266
pan,msa,Panjabi,Malay (macrolanguage),7,218,1651705,17694811,4.24E-06,-0.000738815,-0.949514759,0.171179504,0.343997266
hye,msa,Armenian,Malay (macrolanguage),7,253,1651705,17694811,4.24E-06,-0.000853656,-1.097107053,0.136297379,0.296408712
msa,hye,Malay (macrolanguage),Armenian,7,1651705,253,17694811,0.027667984,-0.000853656,-1.097107053,0.136297379,0.296408712
heb,rus,Hebrew,Russian,7,3384,243159,17694811,2.88E-05,-0.001386783,-0.683836791,0.247039442,0.150530071
rus,heb,Russian,Hebrew,7,243159,3384,17694811,0.002068558,-0.001386783,-0.683836791,0.247039442,0.150530071
kor,slk,Korean,Slovak,7,289982,3657,17694811,0.001914137,-0.001639055,-0.882628664,0.188718834,0.116801378
slk,kor,Slovak,Korean,7,3657,289982,17694811,2.41E-05,-0.001639055,-0.882628664,0.188718834,0.116801378
ita,lav,Italian,Latvian,7,89242,13573,17694811,0.00051573,-0.001770894,-0.52902115,0.298396047,0.10225836
lav,ita,Latvian,Italian,7,13573,89242,17694811,7.84E-05,-0.001770894,-0.52902115,0.298396047,0.10225836
cym,spa,Welsh,Spanish,7,910,2043468,17694811,3.43E-06,-0.002418692,-3.457526147,0.000272585,0.066609279
spa,cym,Spanish,Welsh,7,2043468,910,17694811,0.007692308,-0.002418692,-3.457526147,0.000272585,0.066609279
hin,spa,Hindi,Spanish,7,1171,2043468,17694811,3.43E-06,-0.002787372,-3.984559112,3.38E-05,0.051762975
spa,hin,Spanish,Hindi,7,2043468,1171,17694811,0.005977797,-0.002787372,-3.984559112,3.38E-05,0.051762975
msa,ukr,Malay (macrolanguage),Ukrainian,7,1651705,2842,17694811,0.002463054,-0.003959428,-5.088640674,1.80E-07,0.026386842
ukr,msa,Ukrainian,Malay (macrolanguage),7,2842,1651705,17694811,4.24E-06,-0.003959428,-5.088640674,1.80E-07,0.026386842
hun,jpn,Hungarian,Japanese,7,4804,2602426,17694811,2.69E-06,-0.006775222,-10.93005973,4.15E-28,0.009907466
jpn,hun,Japanese,Hungarian,7,2602426,4804,17694811,0.001457119,-0.006775222,-10.93005973,4.15E-28,0.009907466
bod,zho,Tibetan,Chinese,6,40,24113,17694811,0.000248828,0.006057993,0.940685213,0.173437811,6
guj,hin,Gujarati,Hindi,6,66,1171,17694811,0.005123826,0.021567497,0.737578147,0.230459303,6
glg,mlt,Galician,Maltese,6,9302,1156,17694811,0.005190311,0.001644885,0.158627144,0.436983043,6
hun,slk,Hungarian,Slovak,6,4804,3657,17694811,0.001640689,0.001194898,0.082802257,0.467006112,6
zho,bod,Chinese,Tibetan,6,24113,40,17694811,0.15,0.006057993,0.940685213,0.173437811,6
hin,guj,Hindi,Gujarati,6,1171,66,17694811,0.090909091,0.021567497,0.737578147,0.230459303,6
mlt,glg,Maltese,Galician,6,1156,9302,17694811,0.000645023,0.001644885,0.158627144,0.436983043,6
slk,hun,Slovak,Hungarian,6,3657,4804,17694811,0.001248959,0.001194898,0.082802257,0.467006112,6
hbs,swa,Serbo-Croatian,Swahili (macrolanguage),6,8152,5636,17694811,0.001064585,0.000502316,0.045347734,0.481915626,2.310798214
swa,hbs,Swahili (macrolanguage),Serbo-Croatian,6,5636,8152,17694811,0.000736016,0.000502316,0.045347734,0.481915626,2.310798214
hbs,vie,Serbo-Croatian,Vietnamese,6,8152,6150,17694811,0.00097561,0.000447417,0.040391591,0.483890962,2.117668087
vie,hbs,Vietnamese,Serbo-Croatian,6,6150,8152,17694811,0.000736016,0.000447417,0.040391591,0.483890962,2.117668087
ces,est,Czech,Estonian,6,24573,2078,17694811,0.002887392,0.000436144,0.068366158,0.472747358,2.079186539
est,ces,Estonian,Czech,6,2078,24573,17694811,0.00024417,0.000436144,0.068366158,0.472747358,2.079186539
fra,gle,French,Irish,6,147843,359,17694811,0.016713092,0.000413592,0.159026468,0.436824119,2.000331452
gle,fra,Irish,French,6,359,147843,17694811,4.06E-05,0.000413592,0.159026468,0.436824119,2.000331452
hbs,nor,Serbo-Croatian,Norwegian,6,8152,16500,17694811,0.000363636,-0.000138188,-0.017749449,0.492919473,0.789312651
nor,hbs,Norwegian,Serbo-Croatian,6,16500,8152,17694811,0.000736016,-0.000138188,-0.017749449,0.492919473,0.789312651
kan,por,Kannada,Portuguese,6,101,1617409,17694811,3.71E-06,-0.000265287,-0.337384609,0.367913515,0.649914085
por,kan,Portuguese,Kannada,6,1617409,101,17694811,0.059405941,-0.000265287,-0.337384609,0.367913515,0.649914085
msa,tel,Malay (macrolanguage),Telugu,6,1651705,102,17694811,0.058823529,-0.000284899,-0.366148228,0.357127259,0.630179866
tel,msa,Telugu,Malay (macrolanguage),6,102,1651705,17694811,3.63E-06,-0.000284899,-0.366148228,0.357127259,0.630179866
afr,glg,Afrikaans,Galician,6,24782,9302,17694811,0.000645023,-0.000463312,-0.072933029,0.47093,0.46055817
glg,afr,Galician,Afrikaans,6,9302,24782,17694811,0.000242111,-0.000463312,-0.072933029,0.47093,0.46055817
bul,fra,Bulgarian,French,6,1633,147843,17694811,4.06E-05,-0.000494047,-0.189961433,0.424669807,0.439754434
fra,bul,French,Bulgarian,6,147843,1633,17694811,0.003674219,-0.000494047,-0.189961433,0.424669807,0.439754434
cym,nld,Welsh,Dutch,6,910,435128,17694811,1.38E-05,-0.000833369,-0.549724456,0.291254331,0.268125893
nld,cym,Dutch,Welsh,6,435128,910,17694811,0.006593407,-0.000833369,-0.549724456,0.291254331,0.268125893
hye,spa,Armenian,Spanish,6,253,2043468,17694811,2.94E-06,-0.001085727,-1.552046479,0.060325629,0.205356671
spa,hye,Spanish,Armenian,6,2043468,253,17694811,0.023715415,-0.001085727,-1.552046479,0.060325629,0.205356671
swa,tha,Swahili (macrolanguage),Thai,6,5636,154171,17694811,3.89E-05,-0.001468969,-0.576781793,0.282043856,0.122186579
tha,swa,Thai,Swahili (macrolanguage),6,154171,5636,17694811,0.001064585,-0.001468969,-0.576781793,0.282043856,0.122186579
ara,ron,Arabic,Romanian,6,366643,5040,17694811,0.001190476,-0.002314205,-1.401275689,0.080566247,0.057454393
ron,ara,Romanian,Arabic,6,5040,366643,17694811,1.64E-05,-0.002314205,-1.401275689,0.080566247,0.057454393
glg,tur,Galician,Turkish,6,9302,233158,17694811,2.57E-05,-0.00252037,-1.21699552,0.111803576,0.048952009
tur,glg,Turkish,Galician,6,233158,9302,17694811,0.000645023,-0.00252037,-1.21699552,0.111803576,0.048952009
bul,msa,Bulgarian,Malay (macrolanguage),6,1633,1651705,17694811,3.63E-06,-0.002961228,-3.805745774,7.07E-05,0.039362123
msa,bul,Malay (macrolanguage),Bulgarian,6,1651705,1633,17694811,0.003674219,-0.002961228,-3.805745774,7.07E-05,0.039362123
bul,spa,Bulgarian,Spanish,6,1633,2043468,17694811,2.94E-06,-0.003360905,-4.80443616,7.76E-07,0.031815822
spa,bul,Spanish,Bulgarian,6,2043468,1633,17694811,0.003674219,-0.003360905,-4.80443616,7.76E-07,0.031815822
nor,rus,Norwegian,Russian,6,16500,243159,17694811,2.47E-05,-0.003510762,-1.731200848,0.041708608,0.026462013
rus,nor,Russian,Norwegian,6,243159,16500,17694811,0.000363636,-0.003510762,-1.731200848,0.041708608,0.026462013
afr,kor,Afrikaans,Korean,6,24782,289982,17694811,2.07E-05,-0.004762513,-2.564632386,0.005164508,0.014773717
kor,afr,Korean,Afrikaans,6,289982,24782,17694811,0.000242111,-0.004762513,-2.564632386,0.005164508,0.014773717
ell,lao,Modern Greek (1453-),Lao,5,30609,91,17694811,0.054945055,0.002904084,0.508067386,0.305704874,5
aze,fas,Azerbaijani,Persian,5,1261,2719,17694811,0.001838911,0.002595922,0.135312482,0.446187416,5
ell,hye,Modern Greek (1453-),Armenian,5,30609,253,17694811,0.019762846,0.001640904,0.287074157,0.387028741,5
lao,ell,Lao,Modern Greek (1453-),5,91,30609,17694811,0.000163351,0.002904084,0.508067386,0.305704874,5
fas,aze,Persian,Azerbaijani,5,2719,1261,17694811,0.003965107,0.002595922,0.135312482,0.446187416,5
hye,ell,Armenian,Modern Greek (1453-),5,253,30609,17694811,0.000163351,0.001640904,0.287074157,0.387028741,5
ron,slk,Romanian,Slovak,5,5040,3657,17694811,0.001367241,0.000922245,0.065459951,0.473905194,4.800212194
slk,ron,Slovak,Romanian,5,3657,5040,17694811,0.000992063,0.000922245,0.065459951,0.473905194,4.800212194
jpn,syr,Japanese,Syriac,5,2602426,8,17694811,0.625,0.000907322,1.463695869,0.071638593,4.249595137
syr,jpn,Syriac,Japanese,5,8,2602426,17694811,1.92E-06,0.000907322,1.463695869,0.071638593,4.249595137
dan,est,Danish,Estonian,5,12029,2078,17694811,0.00240616,0.000717813,0.078720944,0.468627948,3.539491425
est,dan,Estonian,Danish,5,2078,12029,17694811,0.000415662,0.000717813,0.078720944,0.468627948,3.539491425
hin,zho,Hindi,Chinese,5,1171,24113,17694811,0.000207357,0.000641105,0.099548976,0.460351616,3.133341937
zho,hin,Chinese,Hindi,5,24113,1171,17694811,0.004269855,0.000641105,0.099548976,0.460351616,3.133341937
afr,mlt,Afrikaans,Maltese,5,24782,1156,17694811,0.00432526,0.000632144,0.099509985,0.460367083,3.088316103
mlt,afr,Maltese,Afrikaans,5,1156,24782,17694811,0.000201759,0.000632144,0.099509985,0.460367083,3.088316103
ell,hin,Modern Greek (1453-),Hindi,5,30609,1171,17694811,0.004269855,0.000497259,0.086994689,0.465338151,2.468367935
hin,ell,Hindi,Modern Greek (1453-),5,1171,30609,17694811,0.000163351,0.000497259,0.086994689,0.465338151,2.468367935
fin,glg,Finnish,Galician,5,3856,9302,17694811,0.000537519,0.000496581,0.047888577,0.480903036,2.466621838
glg,fin,Galician,Finnish,5,9302,3856,17694811,0.00129668,0.000496581,0.047888577,0.480903036,2.466621838
ita,kat,Italian,Georgian,5,89242,416,17694811,0.012019231,0.000477486,0.142639844,0.443287475,2.383160584
kat,ita,Georgian,Italian,5,416,89242,17694811,5.60E-05,0.000477486,0.142639844,0.443287475,2.383160584
glg,ron,Galician,Romanian,5,9302,5040,17694811,0.000992063,0.000343428,0.033119039,0.486790186,1.88716147
ron,glg,Romanian,Galician,5,5040,9302,17694811,0.000537519,0.000343428,0.033119039,0.486790186,1.88716147
nor,slk,Norwegian,Slovak,5,16500,3657,17694811,0.001367241,0.000204796,0.026304942,0.489507215,1.466246634
slk,nor,Slovak,Norwegian,5,3657,16500,17694811,0.00030303,0.000204796,0.026304942,0.489507215,1.466246634
ita,lit,Italian,Lithuanian,5,89242,696,17694811,0.007183908,0.000189515,0.056613918,0.477426437,1.42441782
lit,ita,Lithuanian,Italian,5,696,89242,17694811,5.60E-05,0.000189515,0.056613918,0.477426437,1.42441782
eng,iku,English,Inuktitut,5,10859465,6,17694811,0.833333333,0.00026266,0.865563264,0.193364864,1.357863931
iku,eng,Inuktitut,English,5,6,10859465,17694811,4.60E-07,0.00026266,0.865563264,0.193364864,1.357863931
cat,hat,Catalan,Haitian,5,32376,2600,17694811,0.001923077,2.65E-05,0.004766437,0.498098489,1.05104036
hat,cat,Haitian,Catalan,5,2600,32376,17694811,0.000154435,2.65E-05,0.004766437,0.498098489,1.05104036
afr,slk,Afrikaans,Slovak,5,24782,3657,17694811,0.001367241,-1.28E-05,-0.002014245,0.499196441,0.976235552
slk,afr,Slovak,Afrikaans,5,3657,24782,17694811,0.000201759,-1.28E-05,-0.002014245,0.499196441,0.976235552
afr,fin,Afrikaans,Finnish,5,24782,3856,17694811,0.00129668,-4.10E-05,-0.006453275,0.497425559,0.925854101
fin,afr,Finnish,Afrikaans,5,3856,24782,17694811,0.000201759,-4.10E-05,-0.006453275,0.497425559,0.925854101
fil,isl,Filipino (macrolanguage),Icelandic,5,257611,588,17694811,0.008503401,-0.000291423,-0.147912357,0.441206026,0.584082512
isl,fil,Icelandic,Filipino (macrolanguage),5,588,257611,17694811,1.94E-05,-0.000291423,-0.147912357,0.441206026,0.584082512
deu,est,German,Estonian,5,73897,2078,17694811,0.00240616,-0.000297458,-0.080859925,0.467776785,0.576160634
est,deu,Estonian,German,5,2078,73897,17694811,6.77E-05,-0.000297458,-0.080859925,0.467776785,0.576160634
ita,slv,Italian,Slovenian,5,89242,2230,17694811,0.002242152,-0.000443961,-0.132624668,0.447245261,0.44457166
slv,ita,Slovenian,Italian,5,2230,89242,17694811,5.60E-05,-0.000443961,-0.132624668,0.447245261,0.44457166
pol,swe,Polish,Swedish,5,8207,36604,17694811,0.000136597,-0.000691912,-0.132374131,0.447344551,0.294511971
swe,pol,Swedish,Polish,5,36604,8207,17694811,0.000609236,-0.000691912,-0.132374131,0.447344551,0.294511971
lit,nld,Lithuanian,Dutch,5,696,435128,17694811,1.15E-05,-0.000704904,-0.464983845,0.320971629,0.292139083
nld,lit,Dutch,Lithuanian,5,435128,696,17694811,0.007183908,-0.000704904,-0.464983845,0.320971629,0.292139083
fra,ukr,French,Ukrainian,5,147843,2842,17694811,0.001759324,-0.000918414,-0.353131119,0.361995324,0.21056738
ukr,fra,Ukrainian,French,5,2842,147843,17694811,3.38E-05,-0.000918414,-0.353131119,0.361995324,0.21056738
est,tur,Estonian,Turkish,5,2078,233158,17694811,2.14E-05,-0.001023618,-0.49426703,0.310559036,0.182608113
tur,est,Turkish,Estonian,5,233158,2078,17694811,0.00240616,-0.001023618,-0.49426703,0.310559036,0.182608113
eus,fil,Basque,Filipino (macrolanguage),5,1950,257611,17694811,1.94E-05,-0.001051294,-0.533586772,0.296813961,0.176123342
fil,eus,Filipino (macrolanguage),Basque,5,257611,1950,17694811,0.002564103,-0.001051294,-0.533586772,0.296813961,0.176123342
cat,nor,Catalan,Norwegian,5,32376,16500,17694811,0.00030303,-0.001091371,-0.196368133,0.422161635,0.165618481
nor,cat,Norwegian,Catalan,5,16500,32376,17694811,0.000154435,-0.001091371,-0.196368133,0.422161635,0.165618481
kat,por,Georgian,Portuguese,5,416,1617409,17694811,3.09E-06,-0.001335685,-1.698690082,0.044688893,0.131493034
por,kat,Portuguese,Georgian,5,1617409,416,17694811,0.012019231,-0.001335685,-1.698690082,0.044688893,0.131493034
kat,msa,Georgian,Malay (macrolanguage),5,416,1651705,17694811,3.03E-06,-0.001355462,-1.742022072,0.040752384,0.128762713
msa,kat,Malay (macrolanguage),Georgian,5,1651705,416,17694811,0.012019231,-0.001355462,-1.742022072,0.040752384,0.128762713
nld,slv,Dutch,Slovenian,5,435128,2230,17694811,0.002242152,-0.001620046,-1.068649932,0.142614016,0.091178835
slv,nld,Slovenian,Dutch,5,2230,435128,17694811,1.15E-05,-0.001620046,-1.068649932,0.142614016,0.091178835
hun,tur,Hungarian,Turkish,5,4804,233158,17694811,2.14E-05,-0.00175382,-0.8468551,0.198538381,0.078988272
tur,hun,Turkish,Hungarian,5,233158,4804,17694811,0.001040799,-0.00175382,-0.8468551,0.198538381,0.078988272
ara,fin,Arabic,Finnish,5,366643,3856,17694811,0.00129668,-0.002013133,-1.218972366,0.111427733,0.062579993
fin,ara,Finnish,Arabic,5,3856,366643,17694811,1.36E-05,-0.002013133,-1.218972366,0.111427733,0.062579993
ara,sqi,Arabic,Albanian,5,366643,5155,17694811,0.000969932,-0.002366896,-1.433180752,0.075903521,0.046810563
sqi,ara,Albanian,Arabic,5,5155,366643,17694811,1.36E-05,-0.002366896,-1.433180752,0.075903521,0.046810563
fra,lav,French,Latvian,5,147843,13573,17694811,0.000368378,-0.002431073,-0.934752641,0.174958659,0.044089921
lav,fra,Latvian,French,5,13573,147843,17694811,3.38E-05,-0.002431073,-0.934752641,0.174958659,0.044089921
hun,nld,Hungarian,Dutch,5,4804,435128,17694811,1.15E-05,-0.002505808,-1.652938452,0.049172056,0.042324896
nld,hun,Dutch,Hungarian,5,435128,4804,17694811,0.001040799,-0.002505808,-1.652938452,0.049172056,0.042324896
kor,pol,Korean,Polish,5,289982,8207,17694811,0.000609236,-0.002677119,-1.441627977,0.074704216,0.037175812
pol,kor,Polish,Korean,5,8207,289982,17694811,1.72E-05,-0.002677119,-1.441627977,0.074704216,0.037175812
nld,vie,Dutch,Vietnamese,5,435128,6150,17694811,0.000813008,-0.002862734,-1.888383919,0.029487547,0.033061594
vie,nld,Vietnamese,Dutch,5,6150,435128,17694811,1.15E-05,-0.002862734,-1.888383919,0.029487547,0.033061594
spa,ukr,Spanish,Ukrainian,5,2043468,2842,17694811,0.001759324,-0.00450988,-6.446931899,5.71E-11,0.015234353
